State,Date,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10
Alaska,2020-02-13,"stop, jokes, asians, cure, racism","wash, clean, your hands, some people, hearing","buying, water, because of, paper, panic buying","reduce your risk, let's, shake, common, trying to get","flu, a little, thing, more than, influenza","due to, italy, trip, washington, area","it's, i've, racist, hold, memes","ppl, president, cuz, would be, eating","cases, county, case, usa, updates","bc, news, coming, what's, suddenly"
Alaska,2020-02-14,"trending, pray, trumpvirus, coronvirus, cornoravirus","right now, coughing, to deal with, bs, worry about","control, 2020, at this point, challenge, country","safe, will be, because of, market, industry","trump, president, election, spreading, america","the spread of, to prevent, should be, mfs, wash their hands","it's, isn't, calling, called, thinking","deaths, cases, total, breaking, new cases of","inform yourself about, be smart, avoid, fear of, coughs","due to the, at work, empty, bc of the, travel"
Alaska,2020-02-15,"case of, case, confirmed, in my county, first case of","due to, italy, trip, washington, area","virus, chinese, in china, spreading, started","taking, caught, going around, thought, y'all","fears, due to, numbers, amid, hits","thing, stupid, drink, numbers, trump","makes, thing, making, cough, worse","control, 2020, at this point, challenge, country","stop, spreading, going to, we need to, the only thing","reduce your risk, let's, shake, common, trying to get"
Alaska,2020-02-16,"house, will be, ago, asked, mf","years, have been, de, killed, i feel like","beer, cure, thought, americans, drinking","trump, pence, response, crisis, trump","flu, a little, thing, more than, influenza","person, lives, looks like, biden, boomers","virus, how do you, pakistan, awareness, might have","cure, world, made, imagine, ebola","going to, fight, going to be, this year, because of","immune to the, immune to, you are immune, ate, if you ever"
Alaska,2020-02-17,"death, i guess, made in china, 1st, be careful","catch, hope, thing, cuz, karma","safe, will be, because of, market, industry","stop, spreading, going to, we need to, the only thing","news, heard, due to the, has been, plan","vaccine, there is no, report, free, funding","flights, flight, because of, countries, air","travel, scare, stupid, stuff, mad","trump, president, election, spreading, america",", catching, afraid of, talking about, y'all"
Alaska,2020-02-18,"trump, pence, response, crisis, trump","stop, spreading, going to, we need to, the only thing","beer, cure, thought, americans, drinking","taking, caught, going around, thought, y'all","it's, i've, racist, hold, memes","years, have been, de, killed, i feel like","hope, doesn't, spreading, stop, i really hope","mask, masks, wearing, prevent, worried about","travel, scare, stupid, stuff, mad","ppl, president, cuz, would be, eating"
Alaska,2020-02-19,"virus, to avoid, killing, fight, viruses","catch, hope, thing, cuz, karma","sick, days, coming, give me, months","flu, a little, thing, more than, influenza","virus, idiot, human, 19, test positive for","panic, basically, response to, let's, city","the spread of, to prevent, should be, mfs, wash their hands","trump, president, election, spreading, america","reduce your risk, let's, shake, common, trying to get","read, news, article, thread, cover"
Alaska,2020-02-20,"virus, how do you, pakistan, awareness, might have","beer, cure, thought, americans, drinking","hope, contract, dying, cough, would be","deaths, cases, total, breaking, new cases of","infection, be safe from, happening, to be racist, care about","ppl, president, cuz, would be, eating","hit, thing, economy, won't, bill","virus, test, doctor, safe, inside","trending, pray, trumpvirus, coronvirus, cornoravirus","news, heard, due to the, has been, plan"
Alaska,2020-02-21,"trending, pray, trumpvirus, coronvirus, cornoravirus","country, in india, beat, biggest, india","virus, test, doctor, safe, inside","news, live, nyc, confirmed, cancel","panic, basically, response to, let's, city","reduce your risk, let's, shake, common, trying to get","case of, case, confirmed, in my county, first case of","flu, a little, thing, more than, influenza","infection, be safe from, happening, to be racist, care about","positive, case, confirmed, yesterday, cases"
Alaska,2020-02-22,"tests, testing, free, tested, tested for","wash, clean, your hands, some people, hearing","due to the, at work, empty, bc of the, travel","die, catch, so far, at this point, die from the","infection, be safe from, happening, to be racist, care about","going to, because of the, imagine, should be, hit","deaths, cases, total, breaking, new cases of","stop, spreading, going to, we need to, the only thing","thing, stupid, drink, numbers, trump","patient, quarantine, tested positive for, hospital, case"
Alaska,2020-02-23,"catch, hope, thing, cuz, karma","immune to the, immune to, you are immune, ate, if you ever","read, news, article, thread, cover","patient, quarantine, tested positive for, hospital, case","panic, basically, response to, let's, city","school, close, bc of, gonna, schools","cases, county, case, usa, updates","hope, contract, dying, cough, would be","impact, states, panic, give, health","government, plan, trump's, start, quarantine"
Alaska,2020-02-24,"years, have been, de, killed, i feel like","deaths, cases, total, breaking, new cases of","it's, i've, racist, hold, memes","due to, italy, trip, washington, area","country, in india, beat, biggest, india","tests, testing, free, tested, tested for","school, close, bc of, gonna, schools","news, heard, due to the, has been, plan","fears, due to, numbers, amid, hits","flights, flight, because of, countries, air"
Alaska,2020-02-25,"die, catch, so far, at this point, die from the","worldwide, ny, in this place, waiting for, russia","foxnews alert, breaking, death, state of emergency, australia","death, i guess, made in china, 1st, be careful","safe, will be, because of, market, industry","patient, quarantine, tested positive for, hospital, case","house, will be, ago, asked, mf","immune to the, immune to, you are immune, ate, if you ever","trump, president, election, spreading, america","give, alcohol, apparently, washing your hands, sanitizer"
Alaska,2020-02-26,"virus, test, doctor, safe, inside","test, risk, free, stand, police","die, catch, so far, at this point, die from the","event, because of the, cancel, this year, events","flu, a little, thing, more than, influenza","safe, will be, because of, market, industry","government, plan, trump's, start, quarantine","years, have been, de, killed, i feel like","trending, pray, trumpvirus, coronvirus, cornoravirus","because of, cancel, hygiene, economy, surely"
Alaska,2020-02-27,"news, heard, due to the, has been, plan","fears, due to, numbers, amid, hits","panic, basically, response to, let's, city","china, iran, world, handling, created","government, plan, trump's, start, quarantine","world, wash your hands, end, release, the end of","trump, pence, response, crisis, trump","inform yourself about, be smart, avoid, fear of, coughs","reduce your risk, let's, shake, common, trying to get","virus, test, doctor, safe, inside"
Alaska,2020-02-28,"hope, doesn't, spreading, stop, i really hope","china, iran, world, handling, created","china, made, week, government, wuhan","give, alcohol, apparently, washing your hands, sanitizer","infection, be safe from, happening, to be racist, care about","vaccine, there is no, report, free, funding","control, 2020, at this point, challenge, country","trump, president, election, spreading, america","flu, a little, thing, more than, influenza","city, state, live, welp, florida"
Alaska,2020-02-29,"case of, case, confirmed, in my county, first case of","deaths, cases, total, breaking, new cases of","trump, pence, response, crisis, trump","it's, i've, racist, hold, memes","foxnews alert, breaking, death, state of emergency, australia","ppl, president, cuz, would be, eating","country, reported, guess, breaking, week","due to, italy, trip, washington, area","immune to the, immune to, you are immune, ate, if you ever","trending, pray, trumpvirus, coronvirus, cornoravirus"
Alaska,2020-03-01,"die, catch, so far, at this point, die from the","control, 2020, at this point, challenge, country","news, heard, due to the, has been, plan","give, alcohol, apparently, washing your hands, sanitizer","world, wash your hands, end, release, the end of","the spread of, to prevent, should be, mfs, wash their hands","event, because of the, cancel, this year, events","buying, water, because of, paper, panic buying","news, live, nyc, confirmed, cancel","pandemic, business, start, dance, cures"
Alaska,2020-03-02,"buying, water, because of, paper, panic buying","trump, pence, response, crisis, trump","taking, caught, going around, thought, y'all","gonna, word, bring, tweets, town","immune to the, immune to, you are immune, ate, if you ever","control, 2020, at this point, challenge, country","there's, person, test, isn't, ship","case of, case, confirmed, in my county, first case of","china, iran, world, handling, created","virus, to avoid, killing, fight, viruses"
Alaska,2020-03-03,"wash, clean, your hands, some people, hearing","cases, there are, cases of, uk, in the uk","test, risk, free, stand, police","deaths, cases, total, breaking, new cases of","safe, will be, because of, market, industry","positive, case, confirmed, yesterday, cases",", catching, afraid of, talking about, y'all","years, have been, de, killed, i feel like","reduce your risk, let's, shake, common, trying to get","right now, coughing, to deal with, bs, worry about"
Alaska,2020-03-04,"there's, person, test, isn't, ship","positive, case, confirmed, yesterday, cases","vaccine, there is no, report, free, funding","control, 2020, at this point, challenge, country","death, i guess, made in china, 1st, be careful","the spread of, to prevent, should be, mfs, wash their hands","due to the, at work, empty, bc of the, travel","mask, masks, wearing, prevent, worried about","patient, quarantine, tested positive for, hospital, case","face, touch, train, bc, your face"
Alaska,2020-03-05,"cases, there are, cases of, uk, in the uk","trump, pence, response, crisis, trump","pandemic, business, start, dance, cures","tests, testing, free, tested, tested for","travel, scare, stupid, stuff, mad","house, will be, ago, asked, mf","virus, to avoid, killing, fight, viruses","china, iran, world, handling, created","news, live, nyc, confirmed, cancel","sick, days, coming, give me, months"
Alaska,2020-03-06,"due to, italy, trip, washington, area","catch, hope, thing, cuz, karma","reduce your risk, let's, shake, common, trying to get","sick, days, coming, give me, months","advice, email, clear, positive for, latest","read, news, article, thread, cover","thing, stupid, drink, numbers, trump","die, catch, so far, at this point, die from the","it's, isn't, calling, called, thinking","fears, due to, numbers, amid, hits"
Alaska,2020-03-07,"stop, jokes, asians, cure, racism","right now, coughing, to deal with, bs, worry about","test, risk, free, stand, police","it's, i've, racist, hold, memes","mask, masks, wearing, prevent, worried about","give, alcohol, apparently, washing your hands, sanitizer","sick, days, coming, give me, months","face, touch, train, bc, your face","trending, pray, trumpvirus, coronvirus, cornoravirus","tests, testing, free, tested, tested for"
Alaska,2020-03-08,"sick, days, coming, give me, months","infection, be safe from, happening, to be racist, care about","cases, update, infected, confirmed, increase","virus, test, doctor, safe, inside","give, alcohol, apparently, washing your hands, sanitizer","house, will be, ago, asked, mf","advice, email, clear, positive for, latest","tests, testing, free, tested, tested for","read, news, article, thread, cover","buying, water, because of, paper, panic buying"
Alaska,2020-03-09,"flights, flight, because of, countries, air","vaccine, there is no, report, free, funding","house, will be, ago, asked, mf","gonna be, cancelled, 2020, will be, summer","safe, will be, because of, market, industry","tests, testing, free, tested, tested for","cases, update, infected, confirmed, increase","hit, thing, economy, won't, bill","makes, thing, making, cough, worse","stop, spreading, going to, we need to, the only thing"
Alaska,2020-03-10,"infection, be safe from, happening, to be racist, care about","tests, testing, free, tested, tested for","control, 2020, at this point, challenge, country","hope, doesn't, spreading, stop, i really hope","news, live, nyc, confirmed, cancel","government, plan, trump's, start, quarantine","going to, because of the, imagine, should be, hit","taking, caught, going around, thought, y'all","it's, interesting, scary, children, badly","death, i guess, made in china, 1st, be careful"
Alaska,2020-03-11,"virus, chinese, in china, spreading, started","trump, pence, response, crisis, trump","news, heard, due to the, has been, plan","china, made, week, government, wuhan","read, news, article, thread, cover","trump, is a hoax, democrats, called, hoax","ppl, president, cuz, would be, eating","media, information, it would be, scare, at least","cases, there are, cases of, uk, in the uk","years, have been, de, killed, i feel like"
